Si substrate, Herzinger et.al., JAP v83p3323y1998, (multi-wavelength, multi-sample analysis)
ANGSTROMS
E1E2
2500.0000	-10.647780	12.186640
2600.0000	-13.629113	14.336851
2700.0000	-17.702778	19.582952
2800.0000	-19.320460	31.334925
2900.0000	-8.9677246	46.499331
3000.0000	8.1077203	43.135666
3100.0000	13.077370	37.064560
3200.0000	15.436008	34.044881
3300.0000	17.436290	32.437638
3400.0000	19.405159	31.787066
3500.0000	21.848810	32.492340
3600.0000	27.899073	35.947948
3700.0000	44.015695	29.212888
3800.0000	43.412409	12.208102
3900.0000	36.530437	5.3861387
4000.0000	31.634529	3.2193283
4100.0000	28.540478	2.2731727
4200.0000	26.334103	1.6494569
4300.0000	24.612558	1.2110613
4400.0000	23.215282	0.90523927
4500.0000	22.059064	0.69440906
4600.0000	21.089557	0.55012330
4700.0000	20.268954	0.45180633
4800.0000	19.569148	0.38463701
4900.0000	18.966964	0.33776295
5000.0000	18.445150	0.30386400
5100.0000	17.989478	0.27789659
5200.0000	17.588035	0.25660504
5300.0000	17.231094	0.23807128
5400.0000	16.911884	0.22133002
5500.0000	16.623935	0.20589076
5600.0000	16.362946	0.19155777
5700.0000	16.125167	0.17822290
5800.0000	15.907470	0.16580282
5900.0000	15.707448	0.15423247
6000.0000	15.523025	0.14344942
6100.0000	15.352328	0.13338974
6200.0000	15.193840	0.12399800
6300.0000	15.046556	0.11524179
6400.0000	14.909147	0.10706324
6500.0000	14.780669	0.099423029
6600.0000	14.660293	0.092283524
6700.0000	14.547336	0.085613072
6800.0000	14.441236	0.079384471
6900.0000	14.341249	0.073557780
7000.0000	14.246918	0.068109417
7100.0000	14.157903	0.063021338
7200.0000	14.073640	0.058260876
7300.0000	13.993829	0.053811046
7400.0000	13.918225	0.049656950
7500.0000	13.846390	0.045771278
7600.0000	13.778089	0.042139292
7700.0000	13.713093	0.038746772
7800.0000	13.651218	0.035581257
7900.0000	13.592231	0.032627469
8000.0000	13.535930	0.029870883
8100.0000	13.482198	0.027303585
8200.0000	13.430841	0.024911927
8300.0000	13.381704	0.022684631
8400.0000	13.334642	0.020610897
8500.0000	13.289515	0.018680445
8600.0000	13.246309	0.016892029
8700.0000	13.204871	0.015234616
8800.0000	13.165010	0.013693643
8900.0000	13.126821	0.012275052
9000.0000	13.090056	0.010961305
9100.0000	13.054724	0.0097519711
9200.0000	13.020714	0.0086387509
9300.0000	12.987997	0.0076189347
9400.0000	12.956425	0.0066816428
9500.0000	12.926098	0.0058328278
9600.0000	12.896778	0.0050556288
9700.0000	12.868523	0.0043538177
9800.0000	12.841301	0.0037234282
9900.0000	12.814975	0.0031550521
10000.0000	12.789520	0.0026460281
